x,y,token
8.58823,48.278484,advice
17.740257,14.977694,remains
7.0832095,54.70132,fate
53.11512,33.864025,john_knightley
44.8432,9.993408,alarmed
31.47642,42.714657,sincere
37.107277,14.257062,excited
39.976395,38.270596,anxiety
35.91819,-31.77004,gently
21.97507,18.064005,declares
23.636877,47.3218,cared
33.060497,-8.122975,hereabouts
-13.226328,48.1343,tempt
22.834208,15.000624,creating
39.04412,6.872895,slight
22.52048,18.99985,state
6.24237,42.24983,assure
28.246265,43.764824,conceal
35.146687,29.648767,respecting
2.8274593,8.51177,destiny
24.188025,47.352634,suspected
13.218147,0.79870754,transition
49.874016,11.893614,weather
13.663018,41.439453,surmise
21.668758,-5.396624,vi
32.241016,-41.168915,direction
47.419544,36.265854,decidedly
40.697777,9.6275215,hesitation
47.18983,17.69138,following
32.241024,41.702286,assurance
18.303888,12.44349,hints
16.98851,34.34485,confident
-1.2597686,3.9093099,fairest
-2.6292846,-25.004627,falling
23.689974,50.6847,scruple
-35.17078,12.729577,praised
51.887524,-10.136108,warmly
24.060854,40.60902,wanting
15.020607,-16.68616,striking
29.93947,33.51076,improvement
23.477495,24.659132,least
28.123598,24.063904,proofs
2.5721807,-24.132643,growing
11.156664,-26.490602,graceful
25.150137,32.611637,attractions
27.547882,36.26949,infinitely
-33.270878,34.13281,grace
2.1694653,45.953087,contradict
34.83829,-19.701471,gallant
33.650024,21.62372,decision
15.637501,-3.164509,points
34.21805,30.293003,principally
-39.05215,-6.474811,skilful
-13.919382,21.425703,sighing
38.402706,8.978266,animation
24.430698,23.074993,lover
37.81534,-33.87945,sudden
-30.50949,-28.057373,likeness
19.635635,-33.48644,leaving
45.590508,-32.313107,room
41.524895,8.848173,stopt
56.472286,12.9213,sooner
54.033466,-11.679613,exclaimed
2.8246808,-20.81148,exquisite
-39.548126,-8.765496,possession
-15.209197,33.83585,passion
27.626625,45.02256,attempted
21.864315,38.875816,tolerable
35.02651,15.455649,disgust
-6.7711754,18.89605,delight
9.05923,42.63673,entreat
4.950593,41.457638,charming
43.24062,14.135187,drawings
-14.969935,-35.33974,flowers
1.4699603,-1.6416197,inimitable
-35.86612,-31.636002,pieces
-2.727483,51.202896,don_t
47.894817,19.620655,raptures
-2.4884005,39.58762,try
2.267538,-21.420486,delicate
18.826115,37.295864,difficult
5.769902,-32.572697,lines
-24.590614,11.042956,mouth
12.220152,41.659233,use
-49.08794,10.444905,words
-50.981426,8.640041,answering
47.09995,28.843142,persuaded
46.27303,31.203903,proposal
-21.793758,32.283283,stand
53.60414,13.795961,minutes
40.972153,44.485733,earnest
34.87496,11.821957,pressing
36.752785,33.54724,produced
26.55772,0.8121551,containing
50.95907,16.042997,finished
20.72109,40.907738,decide
1.2223481,8.988703,beginnings
24.232718,17.004442,displayed
18.16309,-16.908875,lengths
28.211699,-40.525238,pencil
-13.123298,-50.275444,colours
-16.62328,-5.352395,turn
23.83095,13.640806,progress
39.79632,-31.563107,music
-25.700226,16.604551,labour
41.127384,-35.114655,sang
30.222532,34.930565,steadiness
35.999798,8.287078,approached
24.527342,31.466375,excellence
-4.291704,30.737207,deceived
16.442196,19.345255,skill
19.95058,-7.042318,artist
21.651802,27.400269,reputation
11.885115,-10.45222,higher
24.916986,46.00343,deserved
35.53847,7.267868,spirited
48.767986,25.09894,companions
1.4669538,42.934925,pleases
29.941517,-8.543498,capital
31.383558,30.658218,variety
-18.854528,-29.318083,faces
14.038428,29.209717,study
31.731928,-50.24117,sitting
21.243235,29.586,kindest
18.471016,25.633299,unlike
49.759495,29.47156,henry
13.221886,-48.516827,sheet
37.885654,11.055249,eager
-14.579373,40.245037,refuse
5.8365374,38.600655,mama
-70.05385,-15.51505,fourth
42.541027,-21.430986,baby
6.4201074,-13.037826,sleeping
38.94017,16.354599,sofa
41.595783,-43.382256,down
39.96074,-6.256952,george
22.089357,-36.87154,corner
-35.27003,-45.3342,length
36.305214,-10.419184,pet
-39.637787,25.570883,vowed
-31.879946,12.347692,provoked
-5.3697195,43.760036,--(
45.974003,25.88948,agreed
-4.3706517,44.70182,)--
30.739168,43.651485,flattering
-15.506928,27.554493,trouble
22.557716,45.96218,persuading
-11.797445,37.96138,finish
-11.684143,21.705603,husbands
-68.03479,9.581724,wives
48.30613,-7.046188,repeating
32.94616,24.02185,declaration
-19.964254,29.02015,wait
43.09613,-12.451963,portrait
-7.2021856,11.74655,destined
19.029943,31.10901,honourable
49.717968,-7.5751104,blushing
-2.113397,20.347122,keeping
37.84338,6.7958226,attitude
36.322147,17.2418,presented
30.810753,18.54273,mixture
31.851728,-41.78622,behind
34.42906,-27.882568,watching
-19.929182,-7.7288604,touch
14.778059,-30.01445,gaze
14.912226,55.285347,offence
13.533874,44.459476,elsewhere
44.58509,20.911285,occurred
13.277807,44.683247,employ
33.635193,40.131775,lessen
38.6847,10.006815,listened
-16.309778,9.4175005,peace
28.723188,41.720234,smallest
10.394905,1.5468949,intermission
22.217552,-47.014782,jump
9.465536,1.7801642,charmed
-8.689045,26.635557,displeased
-17.46091,25.214605,discern
31.837566,30.714577,complaisance
-6.01158,37.732674,throw
28.944971,13.005067,considerably
-6.37623,-44.703426,filling
-37.53041,-12.762692,memorial
13.3738,11.133587,associations
48.01225,21.926159,promising
-2.5017023,27.682741,entreated
10.709723,29.350576,permission
51.780056,30.336258,attending
50.528145,22.540197,party
40.97048,30.806576,civilities
35.426956,9.358964,accompanied
10.379407,-23.981274,rapid
-3.7487702,19.164413,continual
5.569212,10.686597,defended
38.945683,28.59708,suspecting
51.96096,-9.928955,addressing
52.190334,-10.655588,".--"""
20.046427,33.852936,correct
31.943703,-33.967922,eyebrows
28.87417,35.544445,resemblance
33.925507,36.086853,effect
-3.640007,-52.64596,shade
2.1067033,-53.267174,tall
13.009466,5.5949574,presents
14.393274,-3.9374583,proportions
19.648952,-50.316814,fore
5.2070847,-24.540403,draws
-46.294247,-28.853811,doors
31.258348,-26.217316,shawl
6.4366484,-57.555748,shoulders
-17.372652,-33.93782,tree
2.6547153,38.421608,safe
33.136517,13.784095,placing
27.327194,-32.78,touched
21.532839,2.411667,admirable
-5.931874,-19.213501,framed
30.59006,30.807383,depended
-29.57562,21.37087,doer
50.535637,13.906192,december
33.347446,14.903515,stirring
1.1052277,-14.900921,alert
9.981764,29.091784,commission
52.26839,16.656593,errand
-19.611721,25.185127,endure
-0.7665592,27.635193,desired
32.765038,30.45719,repetition
41.346798,32.643112,entreaties
41.033524,32.79765,assurances
-0.4919209,-17.915495,frame
16.152071,-21.172747,directions
10.435628,-10.994067,pack
26.232073,26.057833,safety
0.10209619,-34.308243,mostly
27.082712,19.07463,fearful
-32.79793,-35.548965,precious
-1.659693,3.093467,tender
18.64763,27.067757,suit
7.3326902,15.24927,principal
22.322784,-5.4542446,vii
0.7524592,-22.553074,fresh
35.468277,21.4134,services
38.077217,9.827043,agitated
39.281284,-39.768623,hurried
35.215363,9.955659,announcing
17.428843,25.88426,extraordinary
-11.724224,-3.2322304,longing
42.78464,0.29309517,minute
39.35644,16.97486,finding
43.192986,-30.606474,parcel
39.427185,1.9730316,besides
-9.326448,-5.2531095,songs
-3.9182503,28.909899,lent
6.121086,18.533009,copy
25.52691,12.497372,contained
-6.9698243,16.1091,direct
-10.0574045,29.581945,wrote
36.989933,-10.127216,fast
-20.112923,21.257013,ashamed
5.7018538,36.29722,asking
22.312933,16.722044,connect
-22.176722,46.95237,d
33.122726,-28.862923,pressed
38.083378,37.551216,expectation
18.131992,42.788666,errors
14.2135315,13.347551,language
31.784754,35.486004,sentiments
41.374138,19.976381,conveyed
25.089546,8.867443,writer
32.693962,22.647766,expressed
31.477362,33.490547,liberality
30.807316,35.392063,propriety
28.501013,36.36698,delicacy
35.40219,-41.666557,paused
42.04291,9.6109,anxiously
7.692463,31.765066,forced
33.703606,-44.0558,slowly
-24.415121,8.520174,helped
28.17526,27.09985,express
27.951818,32.774517,strongly
17.775593,38.927,clearly
4.4124374,-29.238949,takes
34.07654,-0.33339202,pen
6.530404,-15.156222,vigorous
8.368505,17.061657,certain
49.221,19.120708,returning
-3.7065365,28.017427,speedily
39.204807,36.51055,intelligible
-0.24083604,31.040232,doubts
37.49414,35.255817,expressions
25.166441,37.087746,requires
33.670425,40.533394,prompted
-10.087233,29.630836,write
40.183376,39.110844,disappointment
-8.858296,51.654747,beg
-8.956786,51.654297,pardon
7.233212,39.180424,mistake
35.068264,37.87561,reserve
56.837708,-13.712446,continued
37.83994,4.6515737,silence
7.5101867,29.69031,apprehend
12.7899,-2.6333659,powerful
17.474398,47.902763,accept
10.539961,42.07737,hesitate
20.965492,43.6273,duty
-14.426577,4.6020927,thus
5.9301763,35.26195,hesitating
-3.6912112,27.974203,graciously
10.534003,42.44912,prefer
23.858698,43.220455,occur
10.386632,25.960796,definition
-20.04512,33.42096,deceive
24.609735,-12.802785,instead
37.995304,-27.006004,confused
50.34836,-14.700744,thoughtfully
34.655624,-40.44666,mechanically
25.868382,-40.610413,twisted
0.37593487,19.92033,waited
35.914204,34.095276,result
38.921665,7.867914,impatience
39.142563,29.855263,hopes
36.925167,23.938368,suspense
-9.294444,25.665886,grieved
21.81475,-29.512377,wavering
-1.6284418,24.371937,visited
32.155308,19.490576,forcibly
35.29792,5.4189463,dreadful
-14.821198,29.899502,escape
-23.717747,35.81576,honour
34.96241,24.883183,severe
-37.261658,3.6991363,killed
26.25528,21.286446,banished
9.103054,32.69177,conceited
15.472388,55.29688,conscience
29.994663,15.740008,opposing
30.897652,41.559444,censure
12.364304,35.367836,good_natured
15.764392,31.952307,visiting
-9.968521,29.493587,writing
32.08883,34.797424,consideration
34.121395,44.96086,consolation
16.657393,39.011337,cares
14.625931,45.539566,advised
7.0336504,40.62576,protest
-7.760952,17.79439,sentence
31.03123,16.43704,tendency
9.707916,-38.25734,brace
36.63979,10.074208,decisive
8.343928,41.550846,ungrateful
-60.50081,-4.9220524,sealed
48.57572,19.560558,bringing
51.6424,27.189602,invited
51.893417,-11.695496,tone
-34.054443,-38.74261,linen
-27.608044,36.66291,teacher
-22.330713,18.570263,envy
-14.635691,45.105846,conquest
-13.2874155,25.384357,appear
-5.4581776,-50.58126,dark
34.667973,40.380814,attentions
57.05947,-7.7019577,tattle
8.299089,12.071907,hitherto
5.563493,32.375973,explained
17.24565,-21.935009,cheering
-33.793503,12.776879,rejected
32.17363,-47.747593,softly
14.3713875,43.19067,absent
17.917505,13.8657875,original
13.636052,28.647158,allowing
-37.848087,29.022724,bond
53.469406,22.136314,street
18.706244,24.197725,modest
27.280043,-30.97967,horse
-6.869046,17.477013,solace
21.299435,-9.626453,opens
17.749706,38.797596,suspicious
-15.480291,13.727617,imaginations
-20.679789,6.703577,grew
21.63059,54.89147,stronger
-0.8142981,11.783529,viii
-63.135662,-6.5576754,slept
29.937881,12.361869,gradually
47.95507,-21.744583,getting
-20.883574,-11.657562,bed
-6.557019,30.992619,judged
44.39792,16.614532,previously
18.909824,47.749123,defer
47.673023,27.874006,induced
38.643032,38.318764,civility
47.533104,11.118368,ceremony
-38.18175,-14.917997,offering
16.209517,30.513258,answers
24.959265,33.18264,amusing
18.683115,-8.26054,contrast
8.389161,36.422886,apologies
11.139928,-14.601367,rude
-10.580472,-51.198795,sun
12.632751,45.929817,treat
-38.56543,27.976196,stranger
40.749516,0.28013235,substitute
7.7309213,7.994044,entertain
38.09222,-40.88151,pace
-3.8773313,7.103303,tedious
-7.3207307,36.72477,fetch
-38.99872,9.990727,likewise
11.23152,-24.540398,seemingly
37.53375,28.471285,inclined
40.566227,2.8870342,chat
-4.7380357,19.581865,voluntary
14.996746,48.226055,depends
34.909874,26.265617,improved
8.3243265,29.063288,cured
15.500427,48.15507,bestow
47.88032,27.57956,intended
26.624044,43.473373,delay
12.182607,28.669798,tiresome
18.047722,17.381523,contradiction
52.87112,-13.342686,presently
39.438892,4.9813,smile
36.71338,22.489395,fix
8.206778,52.270054,reason
55.54186,-3.0998638,";"""
-1.0738376,-23.855696,dropt
22.457384,44.30459,hint
-37.356625,-15.456003,offer
41.280346,-14.921803,desperately
14.61618,45.425865,consult
24.95834,39.61613,imprudent
2.951845,40.302563,speaks
45.73054,23.600462,plans
-9.2298565,22.080765,esteemed
-56.32306,8.683022,counsellor
43.013935,20.253654,detained
14.287945,39.209724,absolutely
-1.9879009,27.895945,refused
7.060903,-62.391525,red
-8.004272,23.828867,indignation
-11.921834,42.703278,foolish
10.890713,-2.6965694,incomprehensible
10.93069,-6.1045017,madness
10.551223,-7.784449,clearer
20.499067,41.26015,admit
35.008186,26.380293,address
46.784935,-11.4208145,loudly
12.446511,-22.435728,calmer
40.86049,7.2929635,few_moments
19.66008,-9.627809,blinds
31.795074,40.074493,claims
31.072506,31.490145,relations
17.68956,20.76753,simple
31.130434,49.801804,experience
3.1601646,18.880976,wit
12.22458,47.584137,avail
18.362778,23.296469,tempered
7.6077147,-50.585304,beneath
-7.3956323,-8.872612,deserts
-22.189093,30.423573,trust
-14.238794,18.166172,aright
-21.108175,-5.326108,cry
34.3426,15.498434,extreme
17.983915,-46.808815,crossed
31.398798,42.742672,partiality
0.36255944,41.31601,".'"""
10.226955,22.140081,statement
-4.5756645,-14.133914,sphere
6.375707,-24.721733,moves
11.968406,15.295353,legal
9.885861,-50.545277,level
25.167309,29.118187,allowance
-15.095082,38.842396,whoever
5.2782497,20.096235,shift
7.3966146,-8.786595,move
-14.200572,45.43207,ambition
41.366203,14.7402315,proceeded
31.623222,39.195442,selfish
14.424548,-8.717882,farthest
44.96372,9.460337,reply
25.858086,31.595657,assertion
12.192987,25.320282,contemptible
15.970977,19.84723,represent
-10.312011,13.876193,possesses
-60.229973,-30.416538,ninety
-60.109272,-30.589943,nine
-28.208826,4.3265195,fall
-14.716424,14.466493,minds
14.442444,40.823708,certainty
-49.607822,3.9995,sought
49.6101,24.265825,consequently
38.079556,0.89662,nice
24.213459,16.084604,comprehending
34.75149,29.109053,readiness
-13.109042,7.2162004,highest
-37.188175,21.163427,possess
-4.4105606,8.44597,delights
21.74712,-46.443607,pick
0.6865446,29.069042,wondered
22.061443,17.723492,receives
8.172674,46.373528,perceive
21.329067,34.80513,unfortunate
19.590631,-34.692802,puff
4.5198216,-18.253305,working
-21.978834,21.47618,weak
-28.844526,23.617243,mischief
36.47328,31.074656,expectations
13.75865,27.936287,offers
30.589848,43.884686,prudent
21.118187,46.143353,disgrace
28.522747,26.331396,involved
-1.0267231,-2.018092,mystery
-14.620374,17.133821,revealed
17.186098,47.001915,encourage
-9.790411,26.149515,greatly
-31.635801,32.55705,teach
5.2559977,-5.8975697,desperate
-12.06818,32.244675,master
-7.653676,25.517658,angry
34.59104,33.765095,application
-30.843733,2.4170556,abide
35.851875,29.06888,refusal
42.69164,7.4533143,altered
32.121468,43.791775,sincerity
27.43342,23.70712,habitual
22.843132,-18.856539,opposite
32.754765,35.77496,unpleasant
32.535282,33.545357,views
-13.836816,18.482018,secret
5.203002,40.02421,elton
51.937454,-6.698752,laughed
28.055395,3.7342043,act
42.388992,2.413895,thousand_pounds
-41.40198,-40.24425,apiece
-23.33223,21.250828,doings
34.979343,-42.73749,abruptly
-9.053223,25.43919,vexed
45.640472,30.62274,affair
9.554701,31.108646,provoking
-9.84527,26.28757,exceedingly
-34.610146,20.369555,adversary
21.413195,38.1273,materially
-44.027153,-8.643914,cast
53.83109,23.905912,staying
44.52439,34.97213,uneasy
34.782787,35.432507,possibility
39.711266,38.759598,uneasiness
14.810192,49.53187,justify
27.746675,33.544765,pretensions
52.382725,-13.5567,hastily
40.985096,44.489628,attentive
24.888168,39.69109,otherwise
-42.77149,-17.960884,war
31.418795,35.40364,motives
33.982433,35.703815,effects
25.904491,39.10562,prudence
24.61044,3.6254892,originally
20.088764,44.687756,suggest
7.280354,36.91958,attend
-26.087042,-1.8403224,sick
52.665073,21.114845,park
27.907326,3.2249446,club
31.378582,-20.40807,shabby
6.3641977,23.748062,player
48.644833,17.50824,journey
4.262046,-4.1512423,bearer
40.1527,11.532495,conscious
-47.684635,-6.5107336,rode
-1.2082044,11.988532,ix
-25.379541,25.392754,forgiven
40.38034,18.116245,proceedings
-22.99475,19.409246,justified
43.90595,7.6653566,sighed
26.787071,15.803679,visibly
-1.9974891,24.524155,remembered
22.056875,5.7594466,furnished
20.318682,12.796201,utmost
38.60612,25.942139,latter
29.661722,30.988361,improving
37.063007,30.71308,intention
8.7111635,49.70069,easier
32.762405,39.44703,imagination
-8.975567,-20.186619,range
-1.0325174,8.93194,labouring
-29.92837,8.404729,enlarge
12.571892,27.822935,comprehension
1.5073045,30.977598,sober
16.46806,10.557416,facts
12.926315,14.6364765,literary
24.828012,11.008257,pursuit
27.472143,31.465017,mental
48.29082,20.043795,collecting
-5.1909127,-23.0522,hot
27.753864,-40.610092,paper
12.630264,11.013015,literature
19.108727,4.676821,grand
3.2951205,4.155778,scale
33.563156,17.082462,assisted
11.951696,32.05737,invention
6.9972196,42.902187,recollect
15.625732,40.849617,worth
44.43091,-25.839651,putting
-11.256286,-7.109658,ended
-0.05366946,-49.189407,frozen
-11.905417,44.450115,riddle
10.469718,3.5069768,contribute
34.8439,-39.674416,intently
30.644695,30.605429,recollections
0.015888197,-17.417124,breathe
-24.453125,11.202675,lips
6.4299455,39.633614,charade
-31.386938,26.754354,doth
-23.388313,14.260778,affliction
-23.764288,28.905815,heal
21.236172,-26.494902,pages
32.98739,29.478643,security
1.5628566,-20.956594,freshness
-4.285853,46.554848,fellow
9.828337,28.976316,inspire
28.336737,-19.894917,piece
34.63376,17.179688,addressed
22.544378,2.9551995,collection
13.08552,43.30456,expose
-12.356087,-22.052782,deep
57.09305,-12.645164,pause
-13.578413,34.179253,loth
45.139824,4.9572225,examine
-8.15067,-9.964005,pomp
-48.751656,-9.701325,kings
-47.33556,-9.980954,lords
-11.45337,-15.154225,earth
18.976809,-12.195147,luxury
11.591336,13.112767,ease
-57.698933,16.409609,behold
6.1491885,2.4597793,monarch
-15.5782,-48.992775,seas
8.442187,30.022108,reverse
-3.963168,-1.1900078,freedom
19.31009,-24.770538,flown
-44.96341,19.581564,lord
0.94876,-41.690845,sea
31.89203,-10.403844,slave
-6.575838,-8.9177475,reigns
-44.52118,28.732746,thy
28.14962,28.889933,supply
6.6873355,-52.68843,beam
32.616695,4.264498,pondered
29.720894,-39.321766,caught
4.390776,-25.646152,passing
7.516939,30.295094,puzzling
-8.19273,23.432169,confusion
14.9870205,51.3324,approve
21.177284,45.838272,benefit
20.760223,47.33392,convince
33.296997,9.945794,crisis
31.71419,29.185827,observations
39.40132,10.292976,eagerness
-38.933228,20.661415,kingdom
35.482666,-30.424402,shark
3.8844569,33.363667,syllable
7.149925,-37.222706,sharks
44.689865,34.662323,listen
25.07837,-14.226943,cream
36.575207,3.1761484,follows
14.862127,49.541447,resist
30.430323,14.277043,concluding
30.96573,-41.286785,pointed
-15.312472,25.338236,receive
-2.5998688,-18.96424,clear
7.367795,34.39051,congratulate
-17.833836,21.123356,confirm
31.111002,32.993668,alliance
-0.107167035,0.19997586,embraces
49.663548,13.085393,arrive
31.157728,19.49202,acknowledgment
32.936558,-5.9955506,verses
-14.690699,43.5411,play
33.194992,-4.644296,motto
10.3602495,16.96754,prose
-68.337166,-15.967065,month
11.453456,-1.2787855,strangest
51.47087,31.35401,eltons
-41.410282,-14.393523,courts
22.500856,18.8095,pre
-8.248713,-8.459603,homes
4.20397,20.272032,sends
1.3405071,-36.95669,channel
16.020323,-36.905266,smooth
44.570076,-35.362095,passage
50.086224,26.313948,invitations
-46.22763,9.418818,preached
34.694603,-49.22978,ran
16.521893,-45.365433,front
24.938078,-35.43871,peeped
7.918476,31.853184,scolded
46.00957,18.382275,staid
28.93767,-54.78365,arm
52.998962,34.25744,cole
18.1396,30.754692,provided
33.645405,41.85772,conduct
-29.875025,23.59741,fools
13.098754,32.525105,phrase
-16.120129,23.430017,rise
14.631945,46.14452,satisfy
31.231697,-23.769371,nicely
12.934694,7.8322616,studied
52.483917,16.136566,twelvemonth
27.089327,23.036291,declining
12.812245,23.587416,exception
14.734166,-15.072322,intent
4.2245955,-54.75402,cheeks
15.201153,-25.673624,glow
-31.76451,13.469151,committed
36.19281,-32.482372,beaming
38.17753,21.117702,private
-54.75564,15.810362,divide
4.814383,-10.349212,ceases
27.794323,-5.4385633,poet
37.158016,31.613176,submitted
-4.274088,-8.024055,parts
13.231311,40.984688,pays
2.2533054,48.951077,betray
32.35497,23.776546,overpowered
-36.84612,-5.5997334,tribute
36.553967,27.893616,secrecy
30.681963,-46.40918,pushed
26.619204,42.880905,proceed
-24.091751,3.3818777,souls
17.224623,26.10602,ridiculous
42.96787,31.161842,inquiry
34.480705,-9.773218,dears
40.809605,-14.951696,fairy
33.653362,6.0633373,distinctly
38.141335,16.772633,explanations
45.685787,30.686773,conclusion
-5.8265176,46.760056,aye
32.78127,-43.255737,nodded
-45.137962,2.6674361,kindled
-9.047564,-45.460003,flame
48.024773,-14.446661,hood
35.412045,-10.702624,wink
-10.053816,10.336273,aid
-46.999096,-1.6202171,near
3.2339287,27.153736,approach
6.1268473,1.1146861,fatal
24.778402,-5.7019825,page
5.8953667,38.692566,grandmama
16.828913,-1.6163554,nursery
46.95524,-5.1032853,lawyer
15.895831,40.516903,inconvenient
52.989372,-15.190881,sadly
34.365574,43.701374,necessity
19.185127,49.608707,thankful
-6.074703,22.620537,promises
-1.9029918,-24.155151,musing
-22.544132,23.510569,accomplish
37.53158,24.564363,unwelcome
37.405743,7.935414,submissive
34.826782,26.165174,affected
-18.31298,-33.318916,branch
9.022463,60.673817,eldest
29.567007,-42.218407,chair
25.136719,-46.774796,string
-2.3162873,47.335777,?'
25.70673,-42.99308,knife
-24.171595,-36.25581,knives
5.5355344,-31.20626,rough
49.275288,8.014152,boys
48.175426,-12.289441,hardy
21.78877,-43.764107,sharp
16.465158,-45.370426,ceiling
37.058453,-27.275482,frightful
7.500727,27.684744,whichever
50.838505,13.096698,preparation
53.48836,14.016374,o_clock
25.996187,9.002199,hero
10.261421,5.5873523,discerned
7.675406,-8.493779,push
-21.878809,26.201715,die
51.192997,18.377205,dining
4.8563704,50.51531,promised
44.336823,11.619725,thanked
-2.3913622,48.310856,re
39.53884,25.180305,urged
44.345097,34.580418,declined
-21.490522,-18.080368,bow
8.893972,44.434658,amiss
33.324863,-33.380295,glanced
42.809155,19.008247,examined
3.793241,40.61188,writes
6.602168,43.012157,_i_
-5.3654137,27.515661,honoured
32.475536,-2.895128,"),"
21.12006,-18.814085,parade
-15.888106,47.371685,speeches
16.16515,40.361122,apt
-34.751095,38.53315,incline
2.4854865,46.553085,laugh
36.0716,22.60301,indulge
13.044015,-4.578981,sublime
-0.7199526,11.76898,x
17.407711,37.26957,charitable
9.319267,-29.433174,detached
52.62015,21.155804,cottage
22.732323,-18.755943,leading
10.529555,-30.670586,angles
-33.516346,-45.824192,broad
11.091909,-30.469856,irregular
17.766203,-49.958344,main
-55.290684,-6.2222376,abode
-34.585197,-22.582832,dwellings
-13.554862,-17.543716,rose
32.55965,7.878646,proprietor
38.40972,10.684217,observing
47.318027,36.13467,remark
6.7782373,-61.307564,yellow
-38.57345,-42.21707,curtains
13.061577,34.29139,intimately
-5.766079,-43.538116,hedges
-42.315002,-22.942835,gates
1.9263778,-41.55752,pools
18.93489,9.13703,class
18.211826,44.349236,pretence
54.384712,-0.25547698,housekeeper
36.30627,1.7580069,message
20.738235,43.632866,induce
11.692704,47.10431,tempted
43.54141,11.158547,recollecting
10.5500145,41.670216,_not_
-31.770952,25.778845,fool
19.011887,-5.761604,formidable
-39.81837,-28.583195,image
26.485964,37.905262,relative
-18.871817,12.120604,poverty
12.868407,-41.32412,narrow
2.0132954,-3.0141122,sport
17.408493,41.6847,candour
-23.046425,-10.331645,sour
42.46885,16.55284,barely
9.817948,47.326187,apply
9.660096,-2.6029208,contracted
42.116222,-0.11991925,shilling
42.242546,0.17140242,sixpence
17.185581,40.833004,resources
24.04607,-42.597473,carpet
32.498707,42.496822,affections
36.481873,36.394276,avoided
23.095043,10.762451,sensation
-21.264402,14.728089,fear
23.272266,31.865992,parent
11.879963,-9.055056,warmer
6.719491,15.210514,nephews
51.07222,31.627373,niece
-11.337329,-15.075399,heaven
-24.39419,31.579226,forbid
50.522243,38.136997,jane_fairfax
-19.98253,9.5085745,knit
3.2133574,42.254128,grandmother
-11.585675,15.857272,death
31.96131,26.080835,compassionate
-18.61225,18.491688,distresses
39.9132,34.470028,relief
-59.576492,9.592869,counsel
41.958897,-1.9392768,purse
-36.403057,13.18873,temptations
15.315158,15.697737,romantic
2.2838545,6.0573735,virtue
-17.878862,36.62295,troubles
26.662758,29.351341,sympathy
37.341827,32.94798,intelligence
-22.242601,10.793238,sickness
44.786034,14.193976,remaining
18.652498,17.06719,impression
11.400178,-21.658411,scene
-9.620303,-19.984158,sights
20.65392,37.57527,trifling
-0.09406684,-3.3427768,creatures
-14.483158,-5.770404,vanish
12.428649,-40.6181,hedge
12.196805,-40.29842,slippery
13.002323,-40.340317,path
36.364986,-40.397636,stopping
24.785152,19.367819,wretchedness
11.876177,49.26032,recall
-16.597092,-6.309492,bend
16.046198,45.038204,trial
35.452198,37.810635,exertion
18.392473,57.209827,wretched
26.12557,-30.498623,empty
31.526407,29.211262,distressing
-3.4231772,38.797062,ourselves
33.484375,2.3608577,joined
32.229927,46.597195,sufferings
41.536346,24.800005,accompany
-25.831665,15.415246,increase
41.131798,-29.49123,stopped
33.06139,35.675407,alteration
24.362688,-31.414433,boot
25.387194,-38.28857,stooping
44.577465,11.63288,begged
17.06173,-52.878067,setting
49.861217,17.752562,orders
-33.168083,-3.9909465,pitcher
33.59391,-21.789526,broth
26.194836,45.906433,acting
17.73773,-51.729713,ahead
29.778852,32.66507,obligation
34.564865,-40.43456,involuntarily
3.2264502,14.179694,theirs
5.405018,-41.11841,around
13.125517,46.24822,join
21.089262,15.339587,detail
28.043833,13.824405,experienced
33.300846,-24.084948,cheese
-53.613365,-23.009903,north
27.32484,-19.03673,butter
-28.445189,-23.859426,root
13.51137,12.11015,interests
-25.340023,23.682613,serve
35.846603,-40.16409,quietly
14.064071,29.28893,arrange
36.111485,-36.017113,broke
29.246586,-21.70747,lace
27.81449,-42.955467,throwing
23.150116,-45.07036,ditch
56.973522,-21.698587,stop
34.2231,38.290184,acknowledged
21.95368,29.57752,rights
25.765894,41.40074,exceed
40.95675,29.529163,communicated
37.614906,26.408821,fully
1.1578717,-14.648202,incessant
39.373516,21.911697,practicable
-4.2450294,0.6684198,lovers
-33.995693,-46.89844,windows
8.460604,-25.45689,aspect
-38.34464,21.058712,glory
43.01915,18.557625,successfully
47.052444,17.79582,purposely
17.061758,9.983047,allusions
46.02097,-10.914964,cautious
10.456033,-0.12574545,advances
24.146378,-33.379166,inch
29.974257,40.398014,hazard
11.9225645,22.758394,believes
25.50457,12.845667,ingenious
-21.900984,16.011423,device
-0.86257994,11.8407345,xi
-38.79557,33.184498,quicken
-41.885433,-40.718525,measures
25.822237,14.328467,anticipation
23.169868,24.187893,reality
-19.63493,23.253155,henceforth
9.166846,10.2619705,prime
12.793796,-12.940712,advance
34.40336,-40.523224,rapidly
39.709316,-21.179848,somehow
46.51866,35.67177,exciting
48.851654,16.176468,holidays
-11.616442,-34.657604,autumn
-2.5825663,-8.68426,bathing
33.808178,-5.8979664,coachman
26.477903,21.846998,needless
16.438389,-1.4390562,maids
9.749279,-47.231625,reaching
48.61606,31.12274,bustle
52.98143,23.735683,arrival
-40.69124,-5.115453,dispersed
-10.150219,-27.235962,noise
8.578532,30.057823,endured
18.352144,31.095406,respected
26.281183,21.391428,maternal
40.993942,32.960117,solicitude
-22.814789,-26.121693,ones
54.337566,1.6759876,instantly
37.315685,20.396183,attendance
28.39284,-17.021818,drinking
